user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
5903,41.0,4.71,6.14,6.95,2.69,6.41,73.26,High,TikTok
5904,,4.7,5.34,6.88,1.42,2.4,40.44,High,Instagram Reels
5905,38.0,2.11,7.58,4.55,9.86,4.9,40.53,High,Instagram Reels
5906,28.0,0.95,5.46,5.76,4.23,6.1,44.47,High,YouTube Shorts
5907,17.0,0.56,6.16,8.06,2.98,5.59,83.17,High,YouTube Shorts
5908,24.0,2.85,9.98,4.87,5.43,6.17,50.69,High,YouTube Shorts
5909,20.0,2.76,3.62,8.41,3.62,6.96,85.47, High,Instagram Reels
5910,15.0,5.94,8.19,4.61,3.1,4.41,65.91,Low,Instagram Reels
5911,37.0,3.08,7.06,4.85,6.55,1.57,91.0,Medium,YouTube Shorts
5912,38.0,1.91,5.05,6.39,1.67,1.5,92.22,High,YouTube Shorts
5913,41.0,5.4,9.28,8.73,5.58,8.73,92.79,Medium,YouTube Shorts
5914,28.0,3.2,7.51,5.65,4.49,7.1,72.61,Low,YouTube Shorts
5915,22.0,3.8,6.77,7.29,5.79,7.88,87.31,Low,Instagram Reels
5916,33.0,1.03,8.68,6.94,3.88,9.36,79.71,Medium,YouTube Shorts
5917,28.0,2.61,10.02,4.75,6.13,7.75,51.2,Low,Instagram Reels
5918,24.0,5.69,11.73,5.24,1.74,7.23,,Low,YouTube Shorts
5919,31.0,3.74,8.29,8.65,4.39,6.9,97.74,Low,TikTok
5920,23.0,2.39,10.74,4.92,3.14,3.33,86.35,Medium,TikTok
5921,43.0,3.94,2.01,7.48,4.94,9.62,55.78,High,Instagram Reels
5922,20.0,5.51,7.3,8.82,4.59,5.88,56.86,Medium,YT Shorts
5923,,2.01,4.15,4.6,6.68,3.0,55.25,High,YouTube Shorts
5924,39.0,3.28,2.94,6.0,6.66,2.668,59.73,Medium,YouTube Shorts
5925,21.0,5.77,7.32,5.12,4.72,8.34,,High,YouTube Shorts
5926,31.0,1.45,9.47,5.11,2.63,3.25,66.01,Low,TikTok
5927,42.0,4.46,6.12,4.59,6.24,1.37,,low,Instagram Reels
5928,42.0,3.88,8.7,,9.7,4.86,54.35,Medium,TikTok
5929,15.0,4.24,6.9,7.73,2.67,8.36,93.54,High,TikTok
5930,36.0,2.43,6.37,7.38,1.62,4.73,97.44,Low,YouTube Shorts
5931,19.0,2.23,4.9,8.62,3.38,8.23,59.41,Low,Instagram Reels
5932,23.0,4.26,5.83,4.73,4.72,8.44,77.0,Med,Instagram Reels
5933,32.0,1.69,5.5,5.6,3.76,8.72,97.51,Medium,TikTok
5934,38.0,2.81,8.46,5.72,8.51,6.3,69.97,Low,TikTok
5935,41.0,1.53,3.16,5.16,5.44,7.3,68.12,Medium,YouTube Shorts
5936,35.0,0.55,2.93,4.71,3.22,3.36,71.66,Low,Instagram Reels
5937,16.0,5.84,8.6,6.43,9.55,1.801,41.99,Low,TikTok
5938,,2.87,7.46,8.17,2.13,5.8,58.01,Low,TIKTOK
5939,40.0,5.83,6.3,8.77,2.11,1.1,81.94,Medium,TikTok
5940,25.0,1.27,3.52,4.65,3.21,5.19,98.0,Medium,YouTube Shorts
5941,41.0,3.73,6.11,8.12,1.69,1.92,74.12, High,YouTube Shorts
5942,42.0,1.61,9.9,8.12,7.76,1.98,51.43,High,Instagram Reels
5943,20.0,4.85,10.9,5.94,3.82,8.84,68.114,Low,YouTube Shorts
5944,40.0,4.81,9.03,4.55,7.57,6.76,69.4,Medium,Instagram Reels
5945,22.0,1.12,2.6,1.0,7.86,6.81,47.822,High,TikTok
5946,18.0,5.52,8.7,,3.14,4.974,59.76,High,Instagram
5947,32.0,1.57,4.41,8.91,5.67,4.72,66.7,Low,Instagram Reels
5948,42.0,3.87,5.15,6.42,5.68,3.73,55.71,Low,TikTok
5949,25.0,5.92,3.96,5.98,8.84,4.91,61.23,Medium,TikTok
5950,19.0,5.35,9.76,5.24,1.23,6.28,56.57,High,YouTube Shorts
5951,29.0,5.76,8.49,8.92,3.85,2.68,76.77,Low,TikTok
5952,42.0,2.38,8.12,5.27,8.94,3.36,74.72,High,TikTok
5953,32.0,1.08,8.68,4.12,3.13,5.45,73.1,Medium,TikTok
5954,16.0,1.54,4.37,6.56,2.23,4.46,45.8,Medium,TikTok
5955,36.0,3.25,6.45,5.89,6.19,8.38,51.01,High,YouTube Shorts
5956,25.0,4.86,8.33,5.31,3.75,8.4,46.65,Medium,TikTok
5957,40.0,1.33,8.37,7.17,5.21,4.02,43.8,Low,Instagram Reels
5958,39.0,4.13,9.92,5.82,8.38,5.06,54.81,Medium,Instagram Reels
5959,27.0,2.28,4.87,6.01,5.69,9.79,51.67,Medium,TikTok
5960,18.0,2.38,9.7,4.12,5.64,8.984,83.5,Low,IG
5961,36.0,4.14,6.4,6.95,3.5,2.94,81.75,Medium,YouTube Shorts
5962,21.0,3.07,8.7,4.61,8.14,3.52,52.08, High,TikTok
5963,43.0,4.97,6.56,5.07,7.66,1.75,49.93,Low,Tik Tok
5964,25.0,1.36,11.49,7.59,3.11,7.1,48.69,Low,YouTube Shorts
5965,36.0,4.84,3.79,5.57,3.88,3.85,59.2,High,TikTok
5966,38.0,0.85,8.75,4.82,8.1,5.83,57.65,High,TikTok
5967,18.0,1.57,7.77,6.89,4.22,7.91,41.71,Low,YouTube Shorts
5968,42.0,4.11,3.73,5.07,4.63,8.52,74.07,High,insta
5969,29.0,5.2,2.66,5.35,4.28,3.93,93.88,Low,TikTok
5970,15.0,1.89,9.99,7.11,2.45,3.145,72.33,Low,Tik Tok
5971,37.0,2.3,3.57,7.7,,8.64,43.83,Low,Tik Tok
5972,17.0,3.45,3.87,7.7,8.23,4.43,75.97,Low,Instagram Reels
5973,28.0,1.66,11.78,6.41,5.42,8.4,69.1,Low,YouTube Shorts
5974,20.0,4.96,9.17,6.27,5.12,2.35,94.42,Low,YouTube Shorts
5975,32.0,4.76,4.5,7.94,2.41,9.21,61.79,Low,TikTok
5976,39.0,1.3,7.91,4.97,2.6,5.35,85.12,High,YouTube Shorts
5977,15.0,3.05,7.34,4.76,1.39,2.53,42.31,High,Instagram Reels
5978,20.0,4.76,10.44,7.32,1.13,5.82,83.29,High,Instagram Reels
5979,20.0,2.36,9.29,6.05,5.39,8.83,42.49,Low,TikTok
5980,35.0,3.98,10.32,7.55,4.68,4.5,60.68,High,YouTube Shorts
5981,30.0,0.78,22.24,7.25,3.48,2.6,96.89,Medium,Instagram Reels
5982,43.0,3.85,8.4,5.62,9.91,6.19,82.19,High,Instagram Reels
5983,19.0,1.34,2.4,8.48,4.58,8.51,95.5,High,Instagram Reels
5984,31.0,5.07,2.69,6.11,,2.09,69.75,High,Instagram Reels
5985,24.0,2.45,9.14,6.95,2.89,1.37,76.37,Low,YouTube Shorts
5986,42.0,,2.24,,3.22,1.51,71.06,Medium,Tik Tok
5987,35.0,5.12,7.8,4.89,6.12,3.07,68.73,Medium,YouTube Shorts
5988,32.0,0.78,10.4,4.18,,1.07,74.69,Medium,TikTok
5989,21.0,2.68,5.8,6.12,1.16,4.86,42.33,Low ,Instagram Reels
5990,17.0,2.54,2.45,8.94,2.28,7.28,51.14,High,Instagram Reels
5991,27.0,2.07,9.14,8.37,3.01,7.39,52.644,Low,Instagram Reels
5992,29.0,5.51,11.3,7.16,5.75,6.73,60.923,Medium,TikTok
5993,34.0,4.63,9.17,8.31,7.18,3.67,66.07,Low,YouTube Shorts
5994,33.0,0.85,7.78,6.97,3.81,7.62,84.38,Medium,Instagram Reels
5995,17.0,4.43,4.3,5.84,3.15,6.19,49.93,Medium,TikTok
5996,18.0,3.4,2.15,4.87,8.41,8.75,74.19,Medium,Instagram Reels
5997,19.0,5.45,8.95,7.27,2.46,5.3,56.34,Low,TikTok
5998,15.0,2.22,4.31,4.97,7.1,2.62,70.94,High,YouTube Shorts
5999,18.0,3.66,10.58,6.09,9.38,6.71,77.6,High,Instagram
6000,26.0,3.25,6.66,8.13,3.09,2.36,74.95,High,Instagram Reels
6001,42.0,3.19,7.31,4.65,1.78,9.67,52.92,High,YouTube Shorts
6002,41.0,3.01,9.54,4.65,9.82,7.33,82.57,High,Instagram Reels
6003,38.0,1.63,9.79,5.12,3.44,7.81,79.23,Medium,YouTube Shorts
6004,24.0,4.66,8.43,6.76,3.48,7.11,95.92,High  ,YouTube Shorts
6005,37.0,2.98,11.38,,5.35,1.936,78.05,Medium,Instagram Reels
6006,39.0,5.77,11.82,6.52,3.08,5.19,83.22,High,TikTok
6007,35.0,1.93,11.47,5.51,9.94,6.86,88.66,Low,YouTube Shorts
6008,43.0,4.26,10.24,6.53,1.39,3.06,46.36,Low,Instagram Reels
6009,40.0,,9.06,5.39,5.06,7.12,81.78,Medium,YouTube Shorts
6010,34.0,4.15,8.63,8.9,5.94,8.38,59.11,Medium,TikTok
6011,38.0,5.29,3.04,6.46,5.2,3.47,89.39,Medium,TikTok
6012,39.0,5.05,4.71,7.72,5.68,2.8,68.81,Medium,YouTube Shorts
6013,27.0,2.48,2.06,7.5,9.89,8.95,74.84, High,TikTok
6014,37.0,3.8,3.37,,8.89,1.05,55.62,Medium,YouTube Shorts
6015,28.0,1.36,6.39,5.19,3.78,3.3,79.03,Medium,TikTok
6016,37.0,3.45,3.47,6.55,5.96,4.66,42.14,Low,Instagram Reels
6017,19.0,1.77,11.02,7.4,1.0,7.05,84.91,High,TikTok
6018,18.0,4.59,10.06,6.3,4.69,9.97,49.8, High,TikTok
6019,28.0,3.4,2.72,4.41,2.47,4.34,53.65,High,YouTube Shorts
6020,24.0,2.76,4.49,4.09,7.4,9.54,40.05,High,Instagram Reels
6021,31.0,1.98,10.19,5.64,2.99,4.3,58.79,low,Instagram Reels
6022,24.0,5.99,10.03,4.75,7.74,7.26,58.955,Low,TikTok
6023,40.0,0.89,11.45,8.53,3.82,2.555,54.04,Low,Instagram Reels
6024,21.0,0.74,11.98,4.88,9.33,5.14,53.81,Low,insta
6025,30.0,1.69,11.76,5.97,5.01,8.84,93.58,High,TikTok
6026,15.0,5.84,6.1,7.56,8.56,3.88,59.59,High,Instagram Reels
6027,31.0,5.89,4.5,8.08,6.65,1.95,83.34,Low,TikTok
6028,35.0,4.1,9.58,6hr,9.8,5.7,54.24,High,Instagram Reels
6029,43.0,5.34,4.99,4.91,7.68,4.96,88.54,Low,Instagram Reels
6030,23.0,1.68,10.06,5.35,7.55,3.07,80.66,Medium,Instagram Reels
6031,20.0,5.85,7.34,6.09,3.38,9.15,85.37,Medium,YouTube Shorts
6032,33.0,,9.94,5.82,5.54,6.42,66.37,Low,TikTok
6033,27.0,1.06,4.76,5.74,3.61,4.12,92.77,High,Instagram Reels
6034,17.0,1.12,,4.66,1.17,9.97,62.44,Medium,Instagram Reels
6035,21.0,3.65,7.64,8.57,7.4,2.24,76.05,Medium,TikTok
6036,36.0,4.8,11.43,4.15,3.12,8.63,78.4,Medium,TikTok
6037,23.0,,4.67,6.2,4.58,3.08,,Low,TikTok
6038,36.0,5.88,11.37,8.9,3.56,3.189,48.07,Medium,Instagram Reels
6039,19.0,2.89,10.05,7.3,2.8,5.48,48.14,High,TikTok
6040,24.0,1.33,9.31,5.78,1.6,6.96,67.72,Low,YT Shorts
6041,37.0,3.06,9.87,4.73,4.04,7.21,95.07,low,Instagram Reels
6042,31.0,4.23,8.05,8.82,1.74,1.2,41.3,Medium,Instagram Reels
6043,26.0,5.08,4.44,4.07,5.86,3.58,56.58,Medium,TikTok
6044,37.0,3.02,3.89,7.41,1.18,6.95,57.02,Low,TikTok
6045,30.0,3.76,10.66,8.4,9.46,9.01,58.3,High  ,YouTube Shorts
6046,17.0,1.97,9.25,4.13,9.7,7.03,41.48,Low,YouTube Shorts
6047,44.0,4.05,4.13,7.63,3.74,3.39,89.54,Low,Instagram Reels
6048,39.0,5.92,8.15,8.99,3.34,5.57,40.53,Low,Instagram Reels
6049,36.0,0.77,6.48,7.2,1.94,6.83,68.66,High,TikTok
6050,23.0,5.38,3.59,6.07,9.14,2.22,43.38,Low,TikTok
6051,43.0,3.59,7.32,8.37,6.28,5.9,87.92,Medium,YouTube Shorts
6052,29.0,1.89,4.82,6.77,6.49,5.24,84.8,Medium,YouTube Shorts
6053,19.0,5.75,19.46,6.2,9.06,4.03,83.29,High,YouTube Shorts
6054,37.0,3.16,,6.94,9.2,6.61,84.18,Medium,TikTok
6055,27.0,2.32,7.9,4.19,8.46,6.73,96.41,High,YouTube Shorts
6056,28.0,1.5,2.47,5.07,7.96,9.74,,Medium,TikTok
6057,34.0,1.84,6.02,4.39,8.9,4.85,84.886,Low,TikTok
6058,29.0,5.08,4.58,4.53,8.88,5.78,51.05,High,YouTube Shorts
6059,30.0,3.88,2.31,4.08,4.32,2.42,67.08,Medium,TikTok
6060,37.0,5.52,3.26,6.11,9.76,5.85,40.53,Low,TikTok
6061,27.0,1.78,3.39,4.89,7.38,1.32,57.05,High,TikTok
6062,31.0,1.17,3.83,8.28,4.33,2.35,67.49,High,YouTube Shorts
6063,37.0,0.53,10.03,7.75,4.98,2.54,94.56,Medium,TikTok
6064,22.0,3.29,6.39,6.87,7.18,6.69,63.098,Medium,tiktok
6065,35.0,5.99,3.47,6.45,4.25,6.11,80.34,Low,Youtube Shorts
6066,16.0,4.32,3.0,5.28,8.44,8.18,90.04,High,TikTok
6067,19.0,2.2,4.98,6.37,2.33,5.18,59.59,Low,YouTube Shorts
6068,20.0,5.32,9.98,7.21,9.17,5.27,50.15,Low,YouTube Shorts
6069,26.0,4.8,5.64,7.91,3.71,2.45,75.47,medium,TikTok
6070,32.0,0.58,3.6,4.41,2.37,7.68,57.06,Medium,TikTok
6071,44.0,4.99,6.04,7.54,8.72,1.03,76.061,Medium,Instagram Reels
6072,36.0,2.15,29.1,7.71,3.16,4.82,48.08,Medium,Instagram Reels
6073,36.0,1.32,2.3,6.79,8.59,2.69,49.1,High,TikTok
6074,15.0,1.74,8.28,5.07,3.67,7.94,80.56,Low,YouTube Shorts
6075,44.0,3.08,5.95,6.7,9.4,7.06,98.41,High,YouTube Shorts
6076,31.0,2.84,2.1,6.51,2.97,7.36,54.81,LOW ,Instagram Reels
6077,44.0,2.09,8.74,6hr,1.63,2.34,82.83,High,YouTube Shorts
6078,25.0,1.45,9.12,6.3,92.48,7.02,43.36,Low,Instagram Reels
6079,24.0,4.69,8.29,4.55,,7.22,90.63,High,YouTube Shorts
6080,33.0,5.95,5.42,2.0,9.5,1.02,63.33,Medium,TikTok
6081,28.0,4.78,7.3,4.49,8.42,3.86,98.3,Medium,YouTube Shorts
6082,40.0,2.13,5.87,5.21,1.74,1.79,44.94,Low,YouTube Shorts
6083,24.0,1.85,9.01,5.32,5.01,7.13,99.08,Low,YouTube Shorts
6084,29.0,1.7,7.84,5.23,1.66,2.91,90.77,Low,Instagram Reels
6085,42.0,1.25,2.82,5.05,3.97,3.38,91.99,Medium,Instagram Reels
6086,33.0,3.53,8.43,7.68,4.16,1.7,90.54,Low,YouTube Shorts
6087,18.0,3.83,8.87,8.09,87.65,5.35,44.11,Low,TikTok
6088,16.0,4.38,5.71,5.64,9.78,1.3,88.91,Medium,TikTok
6089,23.0,4.24,28.13,5.53,2.53,8.61,93.97,High,TikTok
6090,24.0,2.11,10.43,8.22,3.96,1.24,67.65,Low,Instagram Reels
6091,42.0,2.32,3.75,7.12,6.28,1.55,96.36,Low,TikTok
6092,25.0,4.25,11.04,5.47,2.54,6.76,63.1,Low,Instagram Reels
6093,28.0,2.42,6.41,7.57,7.4,9.25,83.71,Medium,YouTube Shorts
6094,21.0,1.67,9.24,5.72,4.63,9.03,82.62,HIGH,Instagram Reels
6095,37.0,2.56,10.14,6.93,9.55,1.75,89.25,Medium,TikTok
6096,29.0,2.0,7.05,8.96,6.67,3.6,84.3,Medium,YouTube Shorts
6097,,0.99,5.99,5.51,4.27,5.69,42.12,High,YouTube Shorts
6098,33.0,5.07,11.15,8.65,7.48,1.24,84.35,Medium,YouTube Shorts
6099,36.0,5.19,4.31,5.6,8.55,5.76,41.4,Low,YT Shorts
6100,29.0,1.71,4.57,6.7,8.2,5.03,71.99,Low,TikTok
6101,44.0,0.86,5.62,6.3,3.36,6.3,90.34,Medium,YouTube Shorts
6102,42.0,4.56,10.59,7.92,4.75,9.28,89.77,High,Instagram Reels
6103,38.0,1.66,11.39,4.31,5.07,3.47,90.48,Low,YouTube Shorts
6104,22.0,2.66,4.2,7.14,4.5,6.75,76.14,High,Instagram Reels
6105,25.0,0.85,10.64,7.8,3.8,4.87,48.728,High,YouTube Shorts
6106,43.0,1.74,,6.36,7.77,4.92,70.48,Low,  TikTok
6107,23.0,4.86,11.71,4.53,1.11,6.83,70.97,Low,YouTube Shorts
6108,29.0,4.92,7.97,5.22,3.64,9.56,59.49,Low,Instagram Reels
6109,15.0,1.64,2.07,7.4,2.27,8.77,65.45,Low,TikTok
6110,44.0,2.35,2.34,8.48,2.16,6.76,92.33,Low,TikTok
6111,15.0,1.24,3.47,6.11,3.49,5.15,71.08,Medium,TikTok
6112,33.0,0.91,3.88,6.8,7.86,4.82,82.28,Medium,TikTok
6113,17.0,5.96,9.68,5.14,9.72,8.08,69.75,Medium,TikTok
6114,24.0,4.11,4.23,6.06,5.63,3.169,77.05,Low,Instagram Reels
6115,22.0,3.48,11.69,5.68,4.05,6.29,45.56,High,YouTube Shorts
6116,29.0,4.71,8.36,7.28,8.46,5.54,95.88,Medium,Instagram Reels
6117,24.0,5.12,8.93,8.92,1.6,6.84,66.16,High,Instagram Reels
6118,15.0,4.94,4.18,8.07,1.84,2.69,84.9,Low,YouTube Shorts
6119,,0.59,10.93,4.96,4.11,7.522,80.03,Low,YouTube Shorts
6120,32.0,1.53,,6.89,5.04,6.64,87.96,Medium,YouTube Shorts
6121,16.0,4.1,10.64,4.33,8.18,2.62,42.09,High,TikTok
6122,33.0,2.57,11.56,5.23,9.33,5.05,96.12,High,TikTok
6123,27.0,5.9,3.26,4.86,5.78,7.11,89.78,High,TikTok
6124,36.0,4.16,2.97,,5.46,9.077,90.03,High,TikTok
6125,15.0,5.76,10.03,7.39,2.92,2.1,68.03,High,YouTube Shorts
6126,16.0,1.61,25.63,6.5,5.06,1.08,93.477,Low,YouTube Shorts
6127,43.0,5.25,7.84,8.66,9.31,2.49,74.51,High,YouTube Shorts
6128,30.0,2.27,5.66,5.06,4.54,9.9,70.21,High,TikTok
6129,29.0,5.94,8.53,5.82,2.9,7.92,87.1,High,YouTube Shorts
6130,27.0,1.37,5.06,5.65,4.04,6.53,75.774,Medium,Instagram Reels
6131,30.0,3.34,4.38,5.18,5.63,2.2,44.63,Low,YouTube Shorts
6132,31.0,4.86,6.88,8.97,6.39,4.74,58.87,Medium,TikTok
6133,35.0,2.88,4.16,5.94,4.89,7.44,77.33,Medium,YouTube Shorts
6134,43.0,3.07,6.84,8.7,7.83,9.06,94.23,Medium,Instagram Reels
6135,43.0,5.92,11.57,5.95,6.26,4.44,95.98,Medium,YouTube Shorts
6136,21.0,2.84,10.4,5.02,6.99,10.0,90.33,Medium,TikTok
6137,38.0,3.82,11.42,4.6,8.77,2.26,55.26,Low,TikTok
6138,40.0,0.8,10.06,8.28,8.79,4.48,68.4,High,Instagram Reels
6139,31.0,5.13,5.55,4.16,2.83,8.88,66.0,Medium,Instagram Reels
6140,21.0,4.06,10.12,8.82,6.61,6.85,66.32,Low,TikTok
6141,27.0,2.72,11.23,6.09,7.45,8.3,42.99,Medium,Instagram Reels
6142,19.0,0.59,11.47,5.24,2.31,9.17,50.42,High,Instagram Reels
6143,40.0,3.75,8.83,7.09,8.58,5.57,49.2,Medium,YouTube Shorts
6144,31.0,0.57,4.11,4.66,2.62,3.11,77.04,Low,Instagram Reels
6145,17.0,0.51,2.4,4.36,8.19,7.24,64.71,High,TikTok
6146,21.0,3.89,3.47,8.14,2.45,6.07,59.46,High,Instagram Reels
6147,40.0,1.54,11.66,6.12,7.68,7.95,66.63,High,Instagram Reels
6148,31.0,1.56,6.62,6.59,2.33,5.61,59.45,High,Instagram Reels
6149,21.0,4.09,10.55,4.88,4.41,8.873,85.45,High,Instagram Reels
6150,35.0,0.8,6.65,4.31,2.29,9.12,50.02,medium,Instagram Reels
6151,15.0,2.22,8.61,5.84,3.44,7.75,43.37,Low,Instagram Reels
6152,31.0,1.32,2.24,6.53,87.79,7.69,52.89,Low,tiktok
6153,44.0,3.69,4.5,7.83,1.97,6.28,55.542,Low,YouTube Shorts
6154,31.0,4.14,6.36,6.51,4.66,5.295,78.6,Medium,TikTok
6155,25.0,4.47,8.31,7.91,7.09,9.75,43.51,Low,YT Shorts
6156,39.0,1.9,3.72,4.58,-1.0,6.81,54.83,Medium,YouTube Shorts
6157,41.0,0.99,9.65,4.32,1.98,8.56,49.23,High,TikTok
6158,43.0,0.93,5.64,4.79,2.29,5.414,57.44,High,Instagram Reels
6159,17.0,2.84,10.17,7.86,6.8,5.99,59.73,High,TikTok
6160,29.0,5.7,2.98,7.8,9.18,6.97,69.71,Low,Instagram Reels
6161,43.0,1.7,8.8,4.71,8.43,7.56,71.21,Low,YouTube Shorts
6162,35.0,1.91,4.93,4.15,9.85,5.04,77.81,Low,YouTube Shorts
6163,25.0,1.05,9.95,7.43,6.2,4.21,59.9,Low,YouTube Shorts
6164,40.0,3.83,6.02,8.28,9.65,3.15,71.92,High,Instagram Reels
6165,42.0,4.24,8.65,,3.74,4.81,99.41,Medium,Instagram Reels
6166,30.0,4.04,11.34,5.01,4.79,2.9,52.64,Medium,Youtube Shorts
6167,39.0,5.24,2.21,6.92,4.56,4.75,49.16,Low,YouTube Shorts
6168,36.0,3.18,,7.79,1.43,8.87,90.55,High,TikTok
6169,42.0,1.24,9.7,5.28,8.47,9.79,64.62,High,IG
6170,23.0,2.09,8.46,6.64,1.22,6.19,88.5,Medium,YouTube Shorts
6171,38.0,4.14,4.93,5.57,7.57,2.31,65.48,High,YouTube Shorts
6172,38.0,3.87,6.94,5.13,4.66,4.85,41.3,Low,TikTok
6173,15.0,3.42,2.42,8.85,1.06,6.42,62.49,High,TikTok
6174,43.0,4.26,3.92,8.56,3.61,4.34,76.61,medium,Instagram Reels
6175,39.0,4.01,6.24,6.23,4.12,2.85,66.85,Medium,TikTok
6176,36.0,5.35,10.34,4.68,9.68,3.04,67.56,Low,Instagram Reels
6177,30.0,3.72,6.8,7.64,6.95,5.27,99.9,Low,Youtube Shorts
6178,23.0,4.78,7.86,5.28,5.89,2.95,72.65,Medium,YouTube Shorts
6179,33.0,1.87,10.74,2.0,2.14,3.25,81.82,Low,YouTube Shorts
6180,26.0,4.23,28.9,5.91,4.52,8.86,83.26,Medium,TikTok
6181,33.0,5.46,9.01,6.65,1.32,8.01,40.01,Med,YouTube Shorts
6182,36.0,2.62,10.62,4.49,7.86,1.5,73.15,Low,Instagram Reels
6183,23.0,4.79,4.03,6.86,2.46,3.88,105.186,High,YouTube Shorts
6184,21.0,4.49,5.56,4.08,6.35,5.79,85.05,Medium,Instagram Reels
6185,28.0,0.83,11.8,8.46,,1.55,60.43,Medium,TikTok
6186,43.0,3.7,11.83,8.6,4.3,7.15,61.87,Medium,tiktok
6187,33.0,1.22,4.23,7.67,87.74,4.46,46.43,Low,TikTok
6188,33.0,5.82,2.66,6.33,7.88,4.57,77.81,High,TikTok
6189,16.0,4.96,4.71,5.27,2.66,3.159,45.84,Low,TikTok
6190,23.0,1.1,5.98,7.72,6.41,4.01,57.4,Med,Instagram Reels
6191,27.0,1.17,6.41,8.66,7.6,8.76,69.89,Low,TikTok
6192,29.0,3.77,8.19,4.79,4.21,8.1,72.11,High,YouTube Shorts
6193,17.0,2.4,11.0,6.33,2.46,9.42,76.44,Low,YouTube Shorts
6194,25.0,0.69,5.3,5.58,3.58,7.29,87.83,Low,Instagram Reels
6195,35.0,3.48,19.67,7.94,9.4,6.2,49.79,High,TikTok
6196,28.0,2.63,2.93,6.03,4.22,3.33,53.5,Medium,TikTok
6197,44.0,1.06,2.42,8.76,1.97,7.0,92.34,Medium,TikTok
6198,39.0,4.91,7.04,5.29,1.74,9.16,89.87,Low,TikTok
6199,22.0,5.53,2.6,6.46,2.62,1.62,89.29,Low,Instagram Reels
6200,32.0,4.66,5.92,8.76,2.15,4.99,52.52,Low,Instagram Reels
6201,33.0,5.02,10.97,6.38,5.46,2.34,43.5,Low,Tik Tok
6202,30.0,1.69,4.41,8.32,4.13,8.3,71.4,High,insta
6203,16.0,1.95,9.06,4.29,,6.53,92.2,Medium,TikTok
6204,22.0,1.65,5.02,8.77,8.93,8.92,54.25,Medium,TikTok
6205,36.0,4.71,2.45,4.94,5.26,1.59,94.25,Low,YouTube Shorts
6206,20.0,5.71,7.57,8.9,9.0,9.15,48.49,High,Instagram Reels
6207,26.0,4.44,10.35,4.88,5.05,1.626,57.89,High,YouTube Shorts
6208,29.0,5.35,6.09,6.22,,3.59,57.9,Low,YouTube Shorts
6209,39.0,4.01,8.17,5.54,2.46,2.41,49.07,Low,Instagram Reels
6210,22.0,2.63,11.0,6.17,1.47,2.31,92.37,Medium,YouTube Shorts
6211,18.0,2.84,9.9,5.25,2.44,2.55,64.76,low,youtube shorts
6212,29.0,0.91,3.94,8.83,3.27,5.32,51.44,Low,YouTube Shorts
6213,42.0,0.67,9.33,5.53,7.76,8.06,48.83,Medium,TikTok
6214,34.0,4.33,7.02,7.27,2.56,9.08,61.769,Medium,YouTube Shorts
6215,39.0,2.91,9.46,4.69,2.18,6.1,41.04,High,TikTok
6216,31.0,3.54,6.95,8.12,9.35,2.42,47.26,Medium,Instagram Reels
6217,27.0,3.57,3.28,6.71,7.2,1.71,40.22,Low,TikTok
6218,32.0,2.03,7.7,8.9,5.26,5.45,41.46,High,TikTok
6219,16.0,3.12,6.92,6.12,1.85,7.89,99.84,Low,TikTok
6220,27.0,3.09,7.18,4.98,8.67,6.58,66.93,Medium,YouTube Shorts
6221,27.0,2.64,10.79,5.73,1.97,6.25,83.74,High,Instagram Reels
6222,36.0,5.01,10.95,0.0,6.5,1.43,84.22,High,YouTube Shorts
6223,29.0,2.98,6.54,7.3,7.01,4.7,96.123,High,YouTube Shorts
6224,34.0,3.82,6.56,7.89,4.6,5.95,46.22,Medium,TikTok
6225,43.0,5.43,7.15,4.37,9.2,6.38,71.54,Medium,YouTube Shorts
6226,41.0,5.26,7.2,6.9,1.46,1.04,59.3,Medium,TikTok
6227,24.0,5.4,11.5,8.66,,2.8,72.91,High,Instagram Reels
6228,43.0,1.99,19.46,6.27,5.98,9.55,59.93,Medium,Instagram Reels
6229,17.0,0.69,4.77,4.47,6.5,5.58,51.02,Medium,TIKTOK
6230,33.0,1.94,7.32,7.58,9.88,7.33,80.37,Low,Instagram Reels
6231,17.0,2.03,8.27,5.58,6.24,3.77,42.31,Medium,YouTube Shorts
6232,36.0,5.5,8.4,7.29,8.17,6.27,93.72,Medium,YouTube Shorts
6233,28.0,4.07,7.85,6.73,2.38,4.21,48.78,Medium,TikTok
6234,22.0,0.95,3.78,8.93,8.28,3.67,76.91,Medium,Instagram Reels
6235,41.0,1.24,2.34,8.45,7.85,4.7,85.25,Low,YouTube Shorts
6236,37.0,1.36,5.38,7.39,9.71,5.14,44.38,Medium,YouTube Shorts
6237,44.0,3.97,6.28,0.0,9.42,3.98,94.2,Medium,Instagram Reels
6238,18.0,4.54,2.62,5.31,2.93,3.32,61.37,medium,YouTube Shorts
6239,41.0,5.23,10.15,8.41,5.18,6.326,99.8,Medium,Instagram Reels
6240,42.0,5.67,5.44,6.93,9.2,4.43,44.13,High,YouTube Shorts
6241,34.0,1.61,11.14,7.95,6.77,2.82,83.01,Medium,Instagram Reels
6242,25.0,2.2,3.54,6.25,5.17,7.83,49.64,Low,TikTok
